-74,22
-73.5,22
-73,22
-72.5,22
-71.5,22
-71,22
-70.5,21
-69.5,22
-69,21
-68.5,22
-67.5,22
-67,22
-66.5,22
-65.5,22
-65,22
-64.5,22
-63.5,22
-62.5,22
-62,22
-61,22
-60.5,22
-59.5,22
-59,22
-58.5,22
-57.5,22
-57,22
-56,22
-55.5,22
-54.5,22
-54,22
-53,22
-52.5,22
-51.5,22
-51,22
-50.5,22
-49.5,22
-49,22
-48.5,22
-47.5,22
-47,22
-46.5,23
-45.5,23
-45,23
-44.5,23
-43.5,23
-43,23
-42.5,23
-41.5,23
-41,23
-40,23
-39,23
-38.5,23
-38,24
-37,24
-36.5,24
-35.5,25
-35,30
-34.5,25
-33.5,24
-33,24
-32.5,24
-31.5,25
-31,26
-30.5,28
-29.5,28
-29,26
-28.5,25
-27.5,24
-27,24
-26.5,25
-25.5,26
-25,27
-24.5,27
-23.5,26
-23,26
-22.5,25
-21.5,24
-21,25
-20.5,25
-19.5,26
-19,26
-18.5,25
-17.5,25
-17,25
-16,24
-15.5,24
-14.5,24
-14,25
-13.5,25
-12.5,24
-12,24
-11,24
-10.5,24
-9.5,24
-9,24
-8.5,24
-7.5,24
-7,24
-6.5,24
-5.5,24
-5,24
-4.5,24
-3.5,24
-3,23
-2.5,23
-1.5,23
-1,23
-0.5,23
0.5,23
1,23
1.5,23
2.5,23
3,23
3.5,23
4.5,23
5,23
5.5,23
6,23
7,23
7.5,23
8.5,23
9,23
9.5,23
10,23
11,23
11.5,23
12.5,23
13,23
13.5,23
14.5,23
15,23
15.5,23
16.5,23
17,23
17.5,23
18.5,23
19,23
19.5,23
20.5,23
21,23
21.5,23
22.5,23
23,23
23.5,23
24,23
24.5,23
25,23
25.5,23
26.5,23
27,23
27.5,23
28.5,23
29,23
29.5,24
30.5,24
31,23
31.5,23
32.5,24
33,24
33.5,24
34.5,24
35,24
35.5,24
36,24
37,24
37.5,24
38,24
38.5,24
39,24
39.5,24
40.5,24
41,24
41.5,24
42.5,25
43,25
43.5,25
44.5,25
45,25
45.5,25
46,25
46.5,25
47,25
47.5,25
48.5,25
49,25
49.5,27
50,28
50.5,26
51,25
51.5,25
52.5,24
53,24
53.5,24
54,25
54.5,26
55,30
55.5,30
56.5,28
57,25
57.5,25
58.5,25
59,24
59.5,25
60,25
60.5,25
61,30
61.5,29
62.5,27
63,24
63.5,24
64,24
64.5,23
65,23
65.5,23
66.5,23
67,23
67.5,23
68,23
68.5,23
69,23
69.5,23
70,22
70.5,22
71,22
71.5,22
72,22
72.5,22
73,22
73.5,22
74,22
74.5,22
75,22
